ScaleRank,LabelRank,FeatureCla,SOVEREIGNT,SOV_A3,ADM0_DIF,LEVEL,TYPE,ADMIN,ADM0_A3,GEOU_DIF,GEOUNIT,GU_A3,SU_DIF,SUBUNIT,SU_A3,NAME,ABBREV,POSTAL,NAME_FORMA,TERR_,NAME_SORT,MAP_COLOR,POP_EST,GDP_MD_EST,FIPS_10_,ISO_A2,ISO_A3,ISO_N3,ISO3,LON,LAT,ISO3.1,ADMIN.1,REGION,continent,GEO3major,GEO3,IMAGE24,GLOCAF,Stern,SRESmajor,SRES,GBD,AVOIDnumeric,AVOIDname,LDC,SID,LLDC
5,5,Admin-0 countries,Australia,AU1,1,2,Dependency,Norfolk Island,NFK,0,Norfolk Island,NFK,0,Norfolk Island,NFK,Norfolk Island,Nfk. I.,NF,Territory of Norfolk Island,Auz.,Norfolk Island,7,2141,0,0,NF,NFK,574,NFK,167.94920199046936,-29.05143845042552,NFK,Norfolk Island,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,other,other,other
3,3,Admin-0 countries,New Zealand,NZ1,1,2,Dependency,Niue,NIU,0,Niue,NIU,0,Niue,NIU,Niue,Niue,NU,NA,Assoc. with N.Z.,Niue,4,1398,10.01,0,NU,NIU,570,NIU,-169.8699536982353,-19.049462296127363,NIU,Niue,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,other,SID,other
3,3,Admin-0 countries,Nauru,NRU,0,2,Sovereign country,Nauru,NRU,0,Nauru,NRU,0,Nauru,NRU,Nauru,Nauru,NR,Republic of Nauru,NA,Nauru,9,14019,60,0,NR,NRU,520,NRU,166.93258517011117,-0.5191419932577604,NRU,Nauru,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,other,SID,other
3,3,Admin-0 countries,United Kingdom,GB1,1,2,Dependency,Pitcairn Islands,PCN,0,Pitcairn Islands,PCN,0,Pitcairn Islands,PCN,Pitcairn Is.,Pit. Is.,PN,"Pitcairn, Henderson, Ducie and Oeno Islands",U.K.,Pitcairn Islands,3,48,0,0,PN,PCN,612,PCN,-128.31704093437634,-24.364985952160072,PCN,Pitcairn Islands,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,other,other,other
1,1,Admin-0 countries,Palau,PLW,0,2,Sovereign country,Palau,PLW,0,Palau,PLW,0,Palau,PLW,Palau,Palau,PW,Republic of Palau,NA,Palau,12,20796,164,0,PW,PLW,585,PLW,134.58050047581318,7.5129809546619315,PLW,Palau,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,other,SID,other
3,3,Admin-0 countries,France,FR1,1,2,Dependency,French Polynesia,PYF,0,French Polynesia,PYF,0,French Polynesia,PYF,Fr. Polynesia,Fr. Poly.,PF,Territory of French Polynesia,Fr.,French Polynesia,11,287032,4718,0,PF,PYF,258,PYF,-149.42024633492022,-17.66331531542536,PYF,French Polynesia,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,other,SID,other
3,3,Admin-0 countries,Singapore,SGP,0,2,Sovereign country,Singapore,SGP,0,Singapore,SGP,0,Singapore,SGP,Singapore,Sing.,SG,Republic of Singapore,NA,Singapore,3,4657542,237300,0,SG,SGP,702,SGP,103.81725320311939,1.358770661263702,SGP,Singapore,Asia,Eurasia,Asia and the Pacific,Southeast Asia,Southeastern Asia,South East Asia,East Asia,ASIA,Other Pacific Asia (PAS),"Asia Pacific, High Income",20,Rest of East Asia,other,SID,other
3,3,Admin-0 countries,United Kingdom,GB1,1,2,Dependency,South Georgia and South Sandwich Islands,SGS,0,South Georgia and South Sandwich Islands,SGS,0,South Georgia and South Sandwich Islands,SGS,S. Geo. and S. Sandw. Is.,S.G. S.S. Is.,GS,South Georgia and South Sandwich Islands,U.K.,South Georgia and the Islands,3,10,0,0,GS,SGS,239,SGS,-36.68902429813066,-54.36444117230301,SGS,South Georgia and South Sandwich Islands,Europe,Eurasia,Europe,Western Europe,Western Europe,Europe,Europe,OECD90,Western Europe (WEU),"Europe, Western",13,UK,other,other,other
3,3,Admin-0 countries,United Kingdom,GB1,1,2,Dependency,Saint Helena,SHN,0,Saint Helena,SHN,0,Saint Helena,SHN,Saint Helena,St.H.,SH,NA,U.K.,Saint Helena,3,7637,18,0,SH,SHN,654,SHN,-5.716196812207585,-15.958901950458612,SHN,Saint Helena,Africa,Africa,Africa,Southern Africa,Southern Africa,Sub-Sarahan Africa,South+E Africa,ALM,Sub-Saharan Africa (AFR),"Sub-Saharan Africa, Southern",24,Southern and East Africa,other,other,other
3,3,Admin-0 countries,San Marino,SMR,0,2,Sovereign country,San Marino,SMR,0,San Marino,SMR,0,San Marino,SMR,San Marino,S.M.,RSM,Republic of San Marino,NA,San Marino,6,30324,1662,0,SM,SMR,674,SMR,12.459230288504193,43.94186938911381,SMR,San Marino,Europe,Eurasia,Europe,Western Europe,Western Europe,Europe,Europe,OECD90,Western Europe (WEU),"Europe, Western",15,Italy,other,other,other
3,3,Admin-0 countries,France,FR1,1,2,Dependency,Saint Pierre and Miquelon,SPM,0,Saint Pierre and Miquelon,SPM,0,Saint Pierre and Miquelon,SPM,St. Pierre and Miquelon,St. P.M.,PM,Territorial Collectivity of Saint Pierre and Miquelon,Fr.,Saint Pierre and Miquelon,11,7051,48.3,0,PM,SPM,666,SPM,-56.326952252027155,46.9461572292346,SPM,Saint Pierre and Miquelon,North America,North America,North America,Canada,USA,Canada,North America,OECD90,North America (NAM),"North America, High Income",9,Canada,other,other,other
1,1,Admin-0 countries,Sao Tome and Principe,STP,0,2,Sovereign country,Sao Tome and Principe,STP,0,Sao Tome and Principe,STP,0,Sao Tome and Principe,STP,Sao Tome and Principe,S.T.P.,ST,Democratic Republic of Sao Tome and Principe,NA,Sao Tome and Principe,7,212679,276.5,0,ST,STP,678,STP,6.606597650208316,0.23811822218107245,STP,Sao Tome and Principe,Africa,Africa,Africa,Central Africa,Western Africa,Sub-Sarahan Africa,West Africa,ALM,Sub-Saharan Africa (AFR),"Sub-Saharan Africa, West",23,West Africa,LDC,SID,other
3,3,Admin-0 countries,Netherlands,NL1,1,2,Country,Sint Maarten,SXM,0,Sint Maarten,SXM,0,Sint Maarten,SXM,Sint Maarten,St. M.,SX,NA,Neth.,Netherlands Antilles,9,37429,400,0,SX,SXM,534,SXM,-63.05713282453909,18.05081812878225,SXM,Sint Maarten,Europe,Eurasia,Europe,Western Europe,Western Europe,Europe,Europe,OECD90,Western Europe (WEU),"Europe, Western",25,Europe,other,other,other
1,1,Admin-0 countries,Seychelles,SYC,0,2,Sovereign country,Seychelles,SYC,0,Seychelles,SYC,0,Seychelles,SYC,Seychelles,Syc.,SC,Republic of Seychelles,NA,Seychelles,1,87476,1715,0,SC,SYC,690,SYC,55.47601997302524,-4.660978209540323,SYC,Seychelles,Africa,Africa,Africa,Western Indian Ocean,Eastern Africa,Sub-Sarahan Africa,South+E Africa,ALM,Sub-Saharan Africa (AFR),"Asia, Southeast",24,Southern and East Africa,other,SID,other
3,3,Admin-0 countries,United Kingdom,GB1,1,2,Dependency,Turks and Caicos Islands,TCA,0,Turks and Caicos Islands,TCA,0,Turks and Caicos Islands,TCA,Turks and Caicos Is.,T.C. Is.,TC,NA,U.K.,Turks and Caicos Islands,3,22942,216,0,TC,TCA,796,TCA,-71.74139945372735,21.81169540126582,TCA,Turks and Caicos Islands,South America,South America,Latin America and the Caribbean,Caribbean,Rest Central America,Rest of Central Am,Caribbean,ALM,Latin America and the Caribbean (LAM),Caribbean,28,Caribbean,other,other,other
3,3,Admin-0 countries,Tonga,TON,0,2,Sovereign country,Tonga,TON,0,Tonga,TON,0,Tonga,TON,Tonga,Tongo,TO,Kingdom of Tonga,NA,Tonga,8,120898,549,0,TO,TON,776,TON,-175.2171179621246,-21.166622414990634,TON,Tonga,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,other,SID,other
6,6,Admin-0 countries,Vatican,VAT,0,2,Sovereign country,Vatican,VAT,0,Vatican,VAT,0,Vatican,VAT,Vatican,Vat.,V,State of the Vatican City,NA,Vatican (Holy Sea),2,826,NA,0,VA,VAT,336,VAT,12.43386254501069,41.901740970204,VAT,Vatican,Europe,Eurasia,Europe,Western Europe,Western Europe,Europe,Europe,OECD90,Western Europe (WEU),"Europe, Western",15,Italy,other,other,other
1,1,Admin-0 countries,Saint Vincent and the Grenadines,VCT,0,2,Sovereign country,Saint Vincent and the Grenadines,VCT,0,Saint Vincent and the Grenadines,VCT,0,Saint Vincent and the Grenadines,VCT,St. Vin. and Gren.,St.V.G.,VC,NA,NA,Saint Vincent and the Grenadines,7,104574,1070,0,VC,VCT,670,VCT,-61.195757613567096,13.254117430812567,VCT,Saint Vincent and the Grenadines,South America,South America,Latin America and the Caribbean,Caribbean,Rest Central America,Rest of Central Am,Caribbean,ALM,Latin America and the Caribbean (LAM),Caribbean,28,Caribbean,other,SID,other
3,3,Admin-0 countries,United Kingdom,GB1,1,2,Dependency,British Virgin Islands,VGB,0,British Virgin Islands,VGB,0,British Virgin Islands,VGB,British Virgin Is.,V.I. (Br.),VG,NA,U.K.,British Virgin Islands,3,24491,853.4,0,VG,VGB,92,VGB,-64.62140961284123,18.42300417805361,VGB,British Virgin Islands,South America,South America,Latin America and the Caribbean,Caribbean,Rest Central America,Rest of Central Am,Caribbean,ALM,Latin America and the Caribbean (LAM),Caribbean,28,Caribbean,other,SID,other
3,3,Admin-0 countries,United States of America,US1,1,2,Dependency,United States Virgin Islands,VIR,0,United States Virgin Islands,VIR,0,United States Virgin Islands,VIR,U.S. Virgin Is.,V.I. (U.S.),VI,Virgin Islands of the United States,U.S.A.,United States Virgin Islands,1,109825,1577,0,VI,VIR,850,VIR,-64.77161445164266,17.7412760147706,VIR,United States Virgin Islands,South America,South America,Latin America and the Caribbean,Caribbean,Rest Central America,Rest of Central Am,Caribbean,OECD90,North America (NAM),Caribbean,28,Caribbean,other,SID,other
3,3,Admin-0 countries,France,FR1,1,2,Dependency,Wallis and Futuna,WLF,0,Wallis and Futuna,WLF,0,Wallis and Futuna,WLF,Wallis and Futuna,Wlf.,WF,Territory of the Wallis and Futuna Islands,Fr.,Wallis and Futuna,11,15289,60,0,WF,WLF,876,WLF,-178.12956401757782,-14.285729183616892,WLF,Wallis and Futuna,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,other,other,other
1,1,Admin-0 countries,Samoa,WSM,0,2,Sovereign country,Samoa,WSM,0,Samoa,WSM,0,Samoa,WSM,Samoa,Samoa,WS,Independent State of Samoa,NA,Samoa,6,219998,1049,0,WS,WSM,882,WSM,-172.4374258758865,-13.630792884681899,WSM,Samoa,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,LDC,SID,other
5,5,Adm-0 country,Tuvalu,TUV,0,2,Sovereign country,Tuvalu,TUV,0,Tuvalu,TUV,0,Tuvalu,TUV,Tuvalu,Tuv.,TV,NA,NA,Tuvalu,5,12373,14.94,0,TV,TUV,798,TUV,179.205140647693,-8.504031626313033,TUV,Tuvalu,Australia,Australia,Asia and the Pacific,South Pacific,Oceania,Oceania,Australasia,ASIA,Other Pacific Asia (PAS),Oceania,29,Rest of Australasia,LDC,SID,other
1,1,Admin-0 countries,France,FR1,0,2,Dependency,French Guiana,GUF,0,French Guiana,GUF,0,French Guiana,GUF,French Guiana,Fr. Gui.,F,French Guiana,Fr.,French Guiana,11,236250,NA,FG,GF,GUF,250,GUF,-53.17471,3.833223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
