Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Date	Confirmed_daily	Deaths_daily	Tests	Tests_per_capita	Confirmed_change	Deaths_change
Bolivia	43	0	0	43	3.79e-6	0	215	86	53.75	1.895e-5	7.58e-6	4.7375e-6	2020-03-26	11	0	NA	NA	NA	NA
Venezuela	107	0	15	92	3.71e-6	0	535	214	133.75	1.855e-5	7.42e-6	4.6375e-6	2020-03-26	16	0	NA	NA	NA	NA
Barbados	18	0	0	18	6.28e-5	0	90	36	22.5	3.14e-4	1.256e-4	7.85e-5	2020-03-26	0	0	NA	NA	NA	NA
Diamond Princess	712	10	597	105	NA	NA	3333.33333333	1538.46153846	1000	NA	NA	NA	2020-03-26	0	0	NA	NA	NA	NA
Turkey	5698	92	42	5564	6.922e-5	1.12e-6	30666.6666667	14153.8461538	9200	3.73333333333e-4	1.72307692308e-4	1.12e-4	2020-03-27	2069	17	47823	5.75e-4	NA	NA
Italy	86498	9134	10950	66414	0.00143134	1.5115e-4	3044666.66667	1405230.76923	913400	0.0503833333333	0.0232538461538	0.015115	2020-03-27	5909	919	394079	0.006533	NA	NA
Czech Republic	2279	9	11	2259	2.1448e-4	8.5e-7	3000	1384.61538462	900	2.83333333333e-4	1.30769230769e-4	8.5e-5	2020-03-27	354	0	NA	NA	NA	NA
Monaco	42	0	1	41	0.00108578	0	210	84	52.5	0.0054289	0.00217156	0.001357225	2020-03-27	9	0	NA	NA	NA	NA
Lithuania	358	5	1	352	1.2834e-4	1.79e-6	1666.66666667	769.230769231	500	5.96666666667e-4	2.75384615385e-4	1.79e-4	2020-03-27	59	1	NA	NA	NA	NA
Luxembourg	1605	15	40	1550	0.00264098	2.468e-5	5000	2307.69230769	1500	0.00822666666667	0.00379692307692	0.002468	2020-03-27	152	6	NA	NA	NA	NA
France	33402	1997	5707	25698	4.9863e-4	2.981e-5	665666.666667	307230.769231	199700	0.00993666666667	0.00458615384615	0.002981	2020-03-27	3851	299	NA	NA	NA	NA
Andorra	267	3	1	263	0.00346726	3.896e-5	1000	461.538461538	300	0.0129866666667	0.00599384615385	0.003896	2020-03-27	43	0	NA	NA	NA	NA
Switzerland	12928	231	1530	11167	0.00151799	2.712e-5	77000	35538.4615385	23100	0.00904	0.00417230769231	0.002712	2020-03-27	1117	40	NA	NA	NA	NA
Georgia	83	0	14	69	2.225e-5	0	415	166	103.75	1.1125e-4	4.45e-5	2.78125e-5	2020-03-27	4	0	NA	NA	NA	NA
Slovakia	269	0	2	267	4.938e-5	0	1345	538	336.25	2.469e-4	9.876e-5	6.1725e-5	2020-03-27	43	0	6411	0.001176	NA	NA
Ireland	2121	22	5	2094	4.37e-4	4.53e-6	7333.33333333	3384.61538462	2200	0.00151	6.96923076923e-4	4.53e-4	2020-03-27	302	3	NA	NA	NA	NA
Norway	3755	19	6	3730	7.0658e-4	3.58e-6	6333.33333333	2923.07692308	1900	0.00119333333333	5.50769230769e-4	3.58e-4	2020-03-27	386	5	82584	0.015386	NA	NA
Israel	3035	12	79	2944	3.4163e-4	1.35e-6	4000	1846.15384615	1200	4.5e-4	2.07692307692e-4	1.35e-4	2020-03-27	342	4	NA	NA	NA	NA
Belarus	94	0	32	62	9.91e-6	0	470	188	117.5	4.955e-5	1.982e-5	1.23875e-5	2020-03-27	8	0	24000	0.002528	NA	NA
Iceland	890	2	97	791	0.00251715	5.66e-6	666.666666667	307.692307692	200	0.00188666666667	8.70769230769e-4	5.66e-4	2020-03-27	88	0	NA	NA	NA	NA
Montenegro	82	1	0	81	1.3176e-4	1.61e-6	333.333333333	153.846153846	100	5.36666666667e-4	2.47692307692e-4	1.61e-4	2020-03-27	13	0	NA	NA	NA	NA
Slovenia	632	9	10	613	3.057e-4	4.35e-6	3000	1384.61538462	900	0.00145	6.69230769231e-4	4.35e-4	2020-03-27	70	3	19756	0.009434	NA	NA
Germany	50871	342	6658	43871	6.1344e-4	4.12e-6	114000	52615.3846154	34200	0.00137333333333	6.33846153846e-4	4.12e-4	2020-03-27	6933	75	NA	NA	NA	NA
Bosnia and Herzegovina	237	4	5	228	7.13e-5	1.2e-6	1333.33333333	615.384615385	400	4e-4	1.84615384615e-4	1.2e-4	2020-03-27	46	1	1475	4.28e-4	NA	NA
Armenia	329	1	28	300	1.1146e-4	3.4e-7	333.333333333	153.846153846	100	1.13333333333e-4	5.23076923077e-5	3.4e-5	2020-03-27	39	0	NA	NA	NA	NA
Belgium	7284	289	858	6137	6.3771e-4	2.53e-5	96333.3333333	44461.5384615	28900	0.00843333333333	0.00389230769231	0.00253	2020-03-27	1049	69	NA	NA	NA	NA
Spain	65719	5138	9357	51224	0.00140654	1.0997e-4	1712666.66667	790461.538462	513800	0.0366566666667	0.0169184615385	0.010997	2020-03-27	7933	773	NA	NA	NA	NA
Ukraine	310	5	5	300	6.95e-6	1.1e-7	1666.66666667	769.230769231	500	3.66666666667e-5	1.69230769231e-5	1.1e-5	2020-03-27	114	0	NA	NA	NA	NA
San Marino	223	21	4	198	0.00660056	6.2158e-4	7000	3230.76923077	2100	0.207193333333	0.0956276923077	0.062158	2020-03-27	15	0	NA	NA	NA	NA
Netherlands	8647	547	6	8094	5.0183e-4	3.175e-5	182333.333333	84153.8461538	54700	0.0105833333333	0.00488461538462	0.003175	2020-03-27	1179	112	NA	NA	NA	NA
Denmark	2200	52	57	2091	3.7948e-4	8.97e-6	17333.3333333	8000	5200	0.00299	0.00138	8.97e-4	2020-03-27	177	11	NA	NA	NA	NA
Poland	1389	16	7	1366	3.657e-5	4.2e-7	5333.33333333	2461.53846154	1600	1.4e-4	6.46153846154e-5	4.2e-5	2020-03-27	168	0	NA	NA	NA	NA
Finland	1041	7	10	1024	1.8865e-4	1.27e-6	2333.33333333	1076.92307692	700	4.23333333333e-4	1.95384615385e-4	1.27e-4	2020-03-27	83	2	NA	NA	NA	NA
Macedonia	219	3	3	213	1.0514e-4	1.44e-6	1000	461.538461538	300	4.8e-4	2.21538461538e-4	1.44e-4	2020-03-27	18	0	NA	NA	NA	NA
Moldova	199	2	2	195	5.612e-5	5.6e-7	666.666666667	307.692307692	200	1.86666666667e-4	8.61538461538e-5	5.6e-5	2020-03-27	22	1	NA	NA	NA	NA
Liechtenstein	56	0	0	56	0.00147718	0	280	112	70	0.0073859	0.00295436	0.001846475	2020-03-27	0	0	NA	NA	NA	NA
Latvia	280	0	1	279	1.4534e-4	0	1400	560	350	7.267e-4	2.9068e-4	1.81675e-4	2020-03-27	36	0	11702	0.006095	NA	NA
Croatia	586	3	37	546	1.433e-4	7.3e-7	1000	461.538461538	300	2.43333333333e-4	1.12307692308e-4	7.3e-5	2020-03-27	91	0	NA	NA	NA	NA
Malta	139	0	2	137	2.8747e-4	0	695	278	173.75	0.00143735	5.7494e-4	3.593375e-4	2020-03-27	5	0	4462	0.00904	NA	NA
Vatican	4	0	0	4	0.00499376	0	20	8	5	0.0249688	0.00998752	0.0062422	2020-03-27	0	0	NA	NA	NA	NA
Sweden	3069	105	16	2948	3.0138e-4	1.031e-5	35000	16153.8461538	10500	0.00343666666667	0.00158615384615	0.001031	2020-03-27	229	28	NA	NA	NA	NA
Russia	1036	4	45	987	7.17e-6	3e-8	1333.33333333	615.384615385	400	1e-5	4.61538461538e-6	3e-6	2020-03-27	196	1	NA	NA	NA	NA
Bulgaria	293	3	9	281	4.171e-5	4.3e-7	1000	461.538461538	300	1.43333333333e-4	6.61538461538e-5	4.3e-5	2020-03-27	29	0	NA	NA	NA	NA
Romania	1292	26	115	1151	6.635e-5	1.34e-6	8666.66666667	4000	2600	4.46666666667e-4	2.06153846154e-4	1.34e-4	2020-03-27	263	3	NA	NA	NA	NA
Albania	186	8	31	147	6.489e-5	2.79e-6	2666.66666667	1230.76923077	800	0.00093000000000000005	4.29230769231e-4	2.79e-4	2020-03-27	12	2	NA	NA	NA	NA
Portugal	4268	76	43	4149	4.151e-4	7.39e-6	25333.3333333	11692.3076923	7600	0.00246333333333	0.00113692307692	7.39e-4	2020-03-27	724	16	25431	0.002475	NA	NA
Estonia	575	1	11	563	4.3531e-4	7.6e-7	333.333333333	153.846153846	100	2.53333333333e-4	1.16923076923e-4	7.6e-5	2020-03-27	37	0	NA	NA	NA	NA
Kosovo	86	1	1	84	4.66e-5	5.4e-7	333.333333333	153.846153846	100	1.8e-4	8.30769230769e-5	5.4e-5	2020-03-27	15	0	NA	NA	NA	NA
Azerbaijan	165	3	15	147	1.66e-5	3e-7	1000	461.538461538	300	1e-4	4.61538461538e-5	3e-5	2020-03-27	43	0	NA	NA	NA	NA
United Kingdom	14745	761	151	13833	2.2177e-4	1.145e-5	253666.666667	117076.923077	76100	0.00381666666667	0.00176153846154	0.001145	2020-03-27	2933	181	113777	0.001684	NA	NA
Austria	7657	58	225	7374	8.6549e-4	6.56e-6	19333.3333333	8923.07692308	5800	0.00218666666667	0.00100923076923	6.56e-4	2020-03-27	748	9	NA	NA	NA	NA
West Bank and Gaza	91	1	17	73	1.82e-5	2e-7	333.333333333	153.846153846	100	6.66666666667e-5	3.07692307692e-5	2e-5	2020-03-27	7	0	NA	NA	NA	NA
Republic of Serbia	457	1	0	456	6.545e-5	1.4e-7	333.333333333	153.846153846	100	4.66666666667e-5	2.15384615385e-5	1.4e-5	2020-03-27	73	0	2086	3e-4	NA	NA
Greece	966	28	52	886	9.005e-5	2.61e-6	9333.33333333	4307.69230769	2800	8.7e-4	4.01538461538e-4	2.61e-4	2020-03-27	74	2	NA	NA	NA	NA
Hungary	300	10	34	256	3.071e-5	1.02e-6	3333.33333333	1538.46153846	1000	3.4e-4	1.56923076923e-4	1.02e-4	2020-03-27	39	0	NA	NA	NA	NA
Cyprus	162	5	15	142	1.3846e-4	4.27e-6	1666.66666667	769.230769231	500	0.00142333333333	6.56923076923e-4	4.27e-4	2020-03-27	16	2	NA	NA	NA	NA
New Zealand	368	0	37	331	7.532e-5	0	1840	736	460	3.766e-4	1.5064e-4	9.415e-5	2020-03-27	85	0	NA	NA	NA	NA
Australia	3143	13	194	2936	1.2576e-4	5.2e-7	4333.33333333	2000	1300	1.73333333333e-4	8e-5	5.2e-5	2020-03-27	333	0	NA	NA	NA	NA
Fiji	5	0	0	5	5.66e-6	0	25	10	6.25	2.83e-5	1.132e-5	7.075e-6	2020-03-27	0	0	NA	NA	NA	NA
Papua New Guinea	1	0	0	1	1.2e-7	0	5	2	1.25	6e-7	2.4e-7	1.5e-7	2020-03-27	0	0	NA	NA	NA	NA
Madagascar	26	0	0	26	9.9e-7	0	130	52	32.5	4.95e-6	1.98e-6	1.2375e-6	2020-03-27	3	0	NA	NA	NA	NA
Swaziland	9	0	0	9	7.92e-6	0	45	18	11.25	3.96e-5	1.584e-5	9.9e-6	2020-03-27	3	0	NA	NA	NA	NA
Liberia	3	0	0	3	6.2e-7	0	15	6	3.75	3.1e-6	1.24e-6	7.75e-7	2020-03-27	0	0	NA	NA	NA	NA
Sudan	3	1	0	2	7e-8	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	2020-03-27	0	0	NA	NA	NA	NA
Guinea	8	0	0	8	6.4e-7	0	40	16	10	3.2e-6	1.28e-6	8e-7	2020-03-27	4	0	NA	NA	NA	NA
United Republic of Tanzania	13	0	1	12	2.3e-7	0	65	26	16.25	1.15e-6	4.6e-7	2.875e-7	2020-03-27	0	0	NA	NA	NA	NA
Republic of the Congo	4	0	0	4	7.6e-7	0	20	8	5	3.8e-6	1.52e-6	9.5e-7	2020-03-27	0	0	NA	NA	NA	NA
Democratic Republic of the Congo	51	3	2	46	6.1e-7	4e-8	1000	461.538461538	300	1.33333333333e-5	6.15384615385e-6	4e-6	2020-03-27	0	0	NA	NA	NA	NA
Rwanda	54	0	0	54	4.39e-6	0	270	108	67.5	2.195e-5	8.78e-6	5.4875e-6	2020-03-27	4	0	NA	NA	NA	NA
Somalia	3	0	0	3	2e-7	0	15	6	3.75	1e-6	4e-7	2.5e-7	2020-03-27	1	0	NA	NA	NA	NA
Ivory Coast	101	0	3	98	4.03e-6	0	505	202	126.25	2.015e-5	8.06e-6	5.0375e-6	2020-03-27	5	0	NA	NA	NA	NA
Nigeria	70	1	3	66	3.6e-7	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	2020-03-27	5	0	NA	NA	NA	NA
Cameroon	91	2	2	87	3.61e-6	8e-8	666.666666667	307.692307692	200	2.66666666667e-5	1.23076923077e-5	8e-6	2020-03-27	16	1	NA	NA	NA	NA
Burkina Faso	180	9	12	159	9.11e-6	4.6e-7	3000	1384.61538462	900	1.53333333333e-4	7.07692307692e-5	4.6e-5	2020-03-27	28	2	NA	NA	NA	NA
Benin	6	0	0	6	5.2e-7	0	30	12	7.5	2.6e-6	1.04e-6	6.5e-7	2020-03-27	0	0	NA	NA	NA	NA
Ghana	137	4	2	131	4.6e-6	1.3e-7	1333.33333333	615.384615385	400	4.33333333333e-5	2e-5	1.3e-5	2020-03-27	5	0	NA	NA	NA	NA
Algeria	409	26	29	354	9.69e-6	6.2e-7	8666.66666667	4000	2600	2.06666666667e-4	9.53846153846e-5	6.2e-5	2020-03-27	42	1	NA	NA	NA	NA
Zambia	22	0	0	22	1.27e-6	0	110	44	27.5	6.35e-6	2.54e-6	1.5875e-6	2020-03-27	6	0	NA	NA	NA	NA
Cape Verde	5	1	0	4	9.2e-6	1.84e-6	333.333333333	153.846153846	100	6.13333333333e-4	2.83076923077e-4	1.84e-4	2020-03-27	1	0	NA	NA	NA	NA
Togo	25	1	1	23	3.17e-6	1.3e-7	333.333333333	153.846153846	100	4.33333333333e-5	2e-5	1.3e-5	2020-03-27	2	1	NA	NA	NA	NA
Zimbabwe	5	1	0	4	3.5e-7	7e-8	333.333333333	153.846153846	100	2.33333333333e-5	1.07692307692e-5	7e-6	2020-03-27	2	0	NA	NA	NA	NA
Senegal	119	0	11	108	7.51e-6	0	595	238	148.75	3.755e-5	1.502e-5	9.3875e-6	2020-03-27	14	0	NA	NA	NA	NA
Eritrea	6	0	0	6	1.34e-6	0	30	12	7.5	6.7e-6	2.68e-6	1.675e-6	2020-03-27	0	0	NA	NA	NA	NA
Libya	1	0	0	1	1.5e-7	0	5	2	1.25	7.5e-7	3e-7	1.875e-7	2020-03-27	0	0	NA	NA	NA	NA
Gambia	3	1	0	2	1.32e-6	4.4e-7	333.333333333	153.846153846	100	1.46666666667e-4	6.76923076923e-5	4.4e-5	2020-03-27	0	0	NA	NA	NA	NA
Central African Republic	3	0	0	3	6.4e-7	0	15	6	3.75	3.2e-6	1.28e-6	8e-7	2020-03-27	0	0	NA	NA	NA	NA
Mauritius	94	2	0	92	7.429e-5	1.58e-6	666.666666667	307.692307692	200	5.26666666667e-4	2.43076923077e-4	1.58e-4	2020-03-27	13	0	NA	NA	NA	NA
Morocco	345	23	11	311	9.58e-6	6.4e-7	7666.66666667	3538.46153846	2300	2.13333333333e-4	9.84615384615e-5	6.4e-5	2020-03-27	70	12	NA	NA	NA	NA
Mauritania	3	0	0	3	6.8e-7	0	15	6	3.75	3.4e-6	1.36e-6	8.5e-7	2020-03-27	0	0	NA	NA	NA	NA
Gabon	7	1	0	6	3.3e-6	4.7e-7	333.333333333	153.846153846	100	1.56666666667e-4	7.23076923077e-5	4.7e-5	2020-03-27	0	0	NA	NA	NA	NA
Guinea-Bissau	2	0	0	2	1.07e-6	0	10	4	2.5	5.35e-6	2.14e-6	1.3375e-6	2020-03-27	0	0	NA	NA	NA	NA
Mali	11	0	0	11	5.8e-7	0	55	22	13.75	2.9e-6	1.16e-6	7.25e-7	2020-03-27	7	0	NA	NA	NA	NA
Namibia	8	0	2	6	3.27e-6	0	40	16	10	1.635e-5	6.54e-6	4.0875e-6	2020-03-27	0	0	NA	NA	NA	NA
Seychelles	7	0	0	7	7.234e-5	0	35	14	8.75	3.617e-4	1.4468e-4	9.0425e-5	2020-03-27	0	0	NA	NA	NA	NA
Angola	4	0	0	4	1.3e-7	0	20	8	5	6.5e-7	2.6e-7	1.625e-7	2020-03-27	0	0	NA	NA	NA	NA
Chad	3	0	0	3	1.9e-7	0	15	6	3.75	9.5e-7	3.8e-7	2.375e-7	2020-03-27	0	0	NA	NA	NA	NA
Equatorial Guinea	12	0	0	12	9.17e-6	0	60	24	15	4.585e-5	1.834e-5	1.14625e-5	2020-03-27	0	0	NA	NA	NA	NA
Egypt	536	30	116	390	5.45e-6	3e-7	10000	4615.38461538	3000	1e-4	4.61538461538e-5	3e-5	2020-03-27	41	6	NA	NA	NA	NA
South Africa	1170	1	31	1138	2.025e-5	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	2020-03-27	243	1	NA	NA	NA	NA
Tunisia	227	6	2	219	1.963e-5	5.2e-7	2000	923.076923077	600	1.73333333333e-4	8e-5	5.2e-5	2020-03-27	30	0	NA	NA	NA	NA
Djibouti	12	0	0	12	1.251e-5	0	60	24	15	6.255e-5	2.502e-5	1.56375e-5	2020-03-27	1	0	NA	NA	NA	NA
Mozambique	7	0	0	7	2.4e-7	0	35	14	8.75	1.2e-6	4.8e-7	3e-7	2020-03-27	0	0	NA	NA	NA	NA
Uganda	23	0	0	23	5.4e-7	0	115	46	28.75	2.7e-6	1.08e-6	6.75e-7	2020-03-27	9	0	NA	NA	NA	NA
Ethiopia	16	0	0	16	1.5e-7	0	80	32	20	7.5e-7	3e-7	1.875e-7	2020-03-27	4	0	NA	NA	NA	NA
Kenya	31	1	1	29	6e-7	2e-8	333.333333333	153.846153846	100	6.66666666667e-6	3.07692307692e-6	2e-6	2020-03-27	0	0	NA	NA	NA	NA
Niger	10	1	0	9	4.5e-7	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	2020-03-27	0	0	NA	NA	NA	NA
East Timor	1	0	0	1	7.9e-7	0	5	2	1.25	3.95e-6	1.58e-6	9.875e-7	2020-03-27	0	0	NA	NA	NA	NA
Afghanistan	110	4	2	104	2.96e-6	1.1e-7	1333.33333333	615.384615385	400	3.66666666667e-5	1.69230769231e-5	1.1e-5	2020-03-27	16	0	NA	NA	NA	NA
Qatar	562	0	43	519	2.0204e-4	0	2810	1124	702.5	0.0010102	4.0408e-4	2.5255e-4	2020-03-27	13	0	NA	NA	NA	NA
Bangladesh	48	5	11	32	3e-7	3e-8	1666.66666667	769.230769231	500	1e-5	4.61538461538e-6	3e-6	2020-03-27	4	0	NA	NA	NA	NA
Bhutan	3	0	0	3	3.98e-6	0	15	6	3.75	1.99e-5	7.96e-6	4.975e-6	2020-03-27	1	0	NA	NA	NA	NA
Kuwait	225	0	57	168	5.438e-5	0	1125	450	281.25	2.719e-4	1.0876e-4	6.7975e-5	2020-03-27	17	0	NA	NA	NA	NA
Nepal	4	0	1	3	1.4e-7	0	20	8	5	7e-7	2.8e-7	1.75e-7	2020-03-27	1	0	NA	NA	NA	NA
Cambodia	99	0	11	88	6.09e-6	0	495	198	123.75	3.045e-5	1.218e-5	7.6125e-6	2020-03-27	3	0	NA	NA	NA	NA
Laos	6	0	0	6	8.5e-7	0	30	12	7.5	4.25e-6	1.7e-6	1.0625e-6	2020-03-27	0	0	NA	NA	NA	NA
Bahrain	466	4	227	235	2.9692e-4	2.55e-6	1333.33333333	615.384615385	400	8.5e-4	3.92307692308e-4	2.55e-4	2020-03-27	8	0	30506	0.019437	NA	NA
Brunei	115	0	11	104	2.6809e-4	0	575	230	143.75	0.00134045	5.3618e-4	3.351125e-4	2020-03-27	1	0	NA	NA	NA	NA
Saudi Arabia	1104	3	35	1066	3.276e-5	9e-8	1000	461.538461538	300	3e-5	1.38461538462e-5	9e-6	2020-03-27	92	0	NA	NA	NA	NA
Iran	32332	2378	11133	18821	3.9526e-4	2.907e-5	792666.666667	365846.153846	237800	0.00969	0.00447230769231	0.002907	2020-03-27	2926	144	NA	NA	NA	NA
Singapore	732	2	183	547	1.2982e-4	3.5e-7	666.666666667	307.692307692	200	1.16666666667e-4	5.38461538462e-5	3.5e-5	2020-03-27	49	0	NA	NA	NA	NA
Jordan	235	1	18	216	2.36e-5	1e-7	333.333333333	153.846153846	100	3.33333333333e-5	1.53846153846e-5	1e-5	2020-03-27	23	1	NA	NA	NA	NA
Lebanon	391	8	27	356	5.709e-5	1.17e-6	2666.66666667	1230.76923077	800	3.9e-4	1.8e-4	1.17e-4	2020-03-27	23	2	NA	NA	NA	NA
China	81897	3296	74720	3881	5.88e-5	2.37e-6	1098666.66667	507076.923077	329600	7.9e-4	3.64615384615e-4	2.37e-4	2020-03-27	115	5	NA	NA	NA	NA
Iraq	458	40	122	296	1.192e-5	1.04e-6	13333.3333333	6153.84615385	4000	3.46666666667e-4	1.6e-4	1.04e-4	2020-03-27	76	4	NA	NA	NA	NA
Kazakhstan	150	1	3	146	8.21e-6	5e-8	333.333333333	153.846153846	100	1.66666666667e-5	7.69230769231e-6	5e-6	2020-03-27	39	0	NA	NA	NA	NA
Kyrgyzstan	58	0	0	58	9.18e-6	0	290	116	72.5	4.59e-5	1.836e-5	1.1475e-5	2020-03-27	14	0	NA	NA	NA	NA
Maldives	16	0	9	7	3.103e-5	0	80	32	20	1.5515e-4	6.206e-5	3.87875e-5	2020-03-27	3	0	NA	NA	NA	NA
Oman	131	0	23	108	2.713e-5	0	655	262	163.75	1.3565e-4	5.426e-5	3.39125e-5	2020-03-27	22	0	NA	NA	NA	NA
Philippines	803	54	31	718	7.53e-6	5.1e-7	18000	8307.69230769	5400	1.7e-4	7.84615384615e-5	5.1e-5	2020-03-27	96	9	NA	NA	NA	NA
Indonesia	1046	87	46	913	3.91e-6	3.3e-7	29000	13384.6153846	8700	1.1e-4	5.07692307692e-5	3.3e-5	2020-03-27	153	9	NA	NA	NA	NA
Vietnam	163	0	20	143	1.71e-6	0	815	326	203.75	8.55e-6	3.42e-6	2.1375e-6	2020-03-27	10	0	NA	NA	NA	NA
Mongolia	11	0	0	11	3.47e-6	0	55	22	13.75	1.735e-5	6.94e-6	4.3375e-6	2020-03-27	0	0	NA	NA	NA	NA
Thailand	1136	5	97	1034	1.636e-5	7e-8	1666.66666667	769.230769231	500	2.33333333333e-5	1.07692307692e-5	7e-6	2020-03-27	91	1	NA	NA	NA	NA
Syria	5	0	0	5	3e-7	0	25	10	6.25	1.5e-6	6e-7	3.75e-7	2020-03-27	0	0	NA	NA	NA	NA
Taiwan	267	2	29	236	1.123e-5	8e-8	666.666666667	307.692307692	200	2.66666666667e-5	1.23076923077e-5	8e-6	2020-03-27	15	0	NA	NA	NA	NA
Pakistan	1373	11	23	1339	6.47e-6	5e-8	3666.66666667	1692.30769231	1100	1.66666666667e-5	7.69230769231e-6	5e-6	2020-03-27	172	2	NA	NA	NA	NA
Myanmar	8	0	0	8	1.5e-7	0	40	16	10	7.5e-7	3e-7	1.875e-7	2020-03-27	NA	NA	NA	NA	NA	NA
United Arab Emirates	405	2	52	351	4.205e-5	2.1e-7	666.666666667	307.692307692	200	7e-5	3.23076923077e-5	2.1e-5	2020-03-27	72	0	NA	NA	NA	NA
India	887	20	73	794	6.6e-7	1e-8	6666.66666667	3076.92307692	2000	3.33333333333e-6	1.53846153846e-6	1e-6	2020-03-27	160	0	26798	2e-5	NA	NA
Uzbekistan	88	1	5	82	2.67e-6	3e-8	333.333333333	153.846153846	100	1e-5	4.61538461538e-6	3e-6	2020-03-27	13	1	NA	NA	NA	NA
Malaysia	2161	26	259	1876	6.834e-5	8.2e-7	8666.66666667	4000	2600	2.73333333333e-4	1.26153846154e-4	8.2e-5	2020-03-27	130	3	24168	7.37e-4	NA	NA
Sri Lanka	106	0	7	99	4.89e-6	0	530	212	132.5	2.445e-5	9.78e-6	6.1125e-6	2020-03-27	0	0	NA	NA	NA	NA
Japan	1468	49	372	1047	1.16e-5	3.9e-7	16333.3333333	7538.46153846	4900	1.3e-4	6e-5	3.9e-5	2020-03-27	81	2	NA	NA	NA	NA
South Korea	9332	139	4528	4665	1.8073e-4	2.69e-6	46333.3333333	21384.6153846	13900	8.96666666667e-4	4.13846153846e-4	2.69e-4	2020-03-27	91	8	NA	NA	NA	NA
Canada	4682	54	0	0	1.2634e-4	1.46e-6	18000	8307.69230769	5400	4.86666666667e-4	2.24615384615e-4	1.46e-4	2020-03-27	640	16	184201	0.004861	NA	NA
Jamaica	26	1	2	23	8.86e-6	3.4e-7	333.333333333	153.846153846	100	1.13333333333e-4	5.23076923077e-5	3.4e-5	2020-03-27	0	0	250	9.2e-5	NA	NA
Honduras	68	1	0	67	7.09e-6	1e-7	333.333333333	153.846153846	100	3.33333333333e-5	1.53846153846e-5	1e-5	2020-03-27	16	0	NA	NA	NA	NA
Saint Lucia	3	0	1	2	1.649e-5	0	15	6	3.75	8.245e-5	3.298e-5	2.06125e-5	2020-03-27	0	0	NA	NA	NA	NA
Cuba	80	2	4	74	7.06e-6	1.8e-7	666.666666667	307.692307692	200	6e-5	2.76923076923e-5	1.8e-5	2020-03-27	13	0	NA	NA	NA	NA
El Salvador	13	0	0	13	2.02e-6	0	65	26	16.25	1.01e-5	4.04e-6	2.525e-6	2020-03-27	0	0	NA	NA	NA	NA
The Bahamas	10	0	1	9	2.593e-5	0	50	20	12.5	1.2965e-4	5.186e-5	3.24125e-5	2020-03-27	1	0	NA	NA	NA	NA
Panama	674	9	2	663	1.6136e-4	2.15e-6	3000	1384.61538462	900	7.16666666667e-4	3.30769230769e-4	2.15e-4	2020-03-27	116	1	4856	0.001163	NA	NA
Mexico	585	8	4	573	4.64e-6	6e-8	2666.66666667	1230.76923077	800	2e-5	9.23076923077e-6	6e-6	2020-03-27	110	2	NA	NA	NA	NA
United States of America	101657	1581	0	0	3.1072e-4	4.83e-6	527000	243230.769231	158100	0.00161	7.43076923077e-4	4.83e-4	2020-03-27	17821	372	NA	NA	NA	NA
Costa Rica	263	2	3	258	5.261e-5	4e-7	666.666666667	307.692307692	200	1.33333333333e-4	6.15384615385e-5	4e-5	2020-03-27	32	0	3046	6.09e-4	NA	NA
Saint Kitts and Nevis	2	0	0	2	3.814e-5	0	10	4	2.5	1.907e-4	7.628e-5	4.7675e-5	2020-03-27	0	0	NA	NA	NA	NA
Trinidad and Tobago	66	2	1	63	4.749e-5	1.44e-6	666.666666667	307.692307692	200	4.8e-4	2.21538461538e-4	1.44e-4	2020-03-27	1	1	453	3.32e-4	NA	NA
Guatemala	28	1	4	23	1.62e-6	6e-8	333.333333333	153.846153846	100	2e-5	9.23076923077e-6	6e-6	2020-03-27	3	0	NA	NA	NA	NA
Antigua and Barbuda	7	0	0	7	7.27e-5	0	35	14	8.75	3.635e-4	1.454e-4	9.0875e-5	2020-03-27	0	0	NA	NA	NA	NA
Paraguay	52	3	1	48	7.48e-6	4.3e-7	1000	461.538461538	300	1.43333333333e-4	6.61538461538e-5	4.3e-5	2020-03-27	11	0	NA	NA	NA	NA
Saint Vincent and the Grenadines	1	0	0	1	9.07e-6	0	5	2	1.25	4.535e-5	1.814e-5	1.13375e-5	2020-03-27	0	0	NA	NA	NA	NA
Dominican Republic	581	20	3	558	5.467e-5	1.88e-6	6666.66666667	3076.92307692	2000	6.26666666667e-4	2.89230769231e-4	1.88e-4	2020-03-27	93	10	NA	NA	NA	NA
Nicaragua	2	1	0	1	3.1e-7	1.5e-7	333.333333333	153.846153846	100	5e-5	2.30769230769e-5	1.5e-5	2020-03-27	0	1	NA	NA	NA	NA
Haiti	8	0	0	8	7.2e-7	0	40	16	10	3.6e-6	1.44e-6	9e-7	2020-03-27	0	0	NA	NA	NA	NA
